phrase,id,position,corresponding_text
Or mon petit bonhomme ne me semblait ni égaré,104,4044," Or mon petit bonhomme ne me semblait ni égaré,"
ni mort de fatigue,105,4091," ni mort de fatigue,"
ni mort de faim,106,4111," ni mort de faim,"
ni mort de soif,107,4128," ni mort de soif,"
ni mort de peur,108,4145, ni mort de peur.
Il n'avait en rien l'apparence d'un enfant perdu au milieu du désert,109,4162," Il n'avait en rien l'apparence d'un enfant perdu au milieu du désert,"
à mille milles de toute région habitée,110,4232, à mille milles de toute région habitée.
Quand je réussis enfin à parler,111,4272," Quand je réussis enfin à parler,"
je lui dis :,112,4305," je lui dis :

"
- Mais... qu'est-ce que tu fais là ?,113,4320,"- Mais... qu'est-ce que tu fais là ?

"
Et il me répéta alors,114,4358,"Et il me répéta alors,"
tout doucement,115,4380," tout doucement,"
comme une chose très sérieuse :,116,4396," comme une chose très sérieuse :

"
- S'il vous plaît... dessine-moi un mouton...,117,4430,"- S'il vous plaît... dessine-moi un mouton...

"
Quand le mystère est trop impressionnant,118,4477,"Quand le mystère est trop impressionnant,"
on n'ose pas désobéir,119,4518, on n'ose pas désobéir.
Aussi absurde que cela me semblât à mille milles de tous les endroits habités et en danger de mort,120,4541," Aussi absurde que cela me semblât à mille milles de tous les endroits habités et en danger de mort,"
je sortis de ma poche une feuille de papier et un stylographe,121,4641, je sortis de ma poche une feuille de papier et un stylographe.
Mais je me rappelai alors que j'avais surtout étudié la géographie,122,4704," Mais je me rappelai alors que j'avais surtout étudié la géographie,"
l'histoire,123,4772," l'histoire,"
le calcul et la grammaire et je dis au petit bonhomme,124,4784, le calcul et la grammaire et je dis au petit bonhomme (
avec un peu de mauvaise humeur,125,4840,avec un peu de mauvaise humeur)
que je ne savais pas dessiner,126,4871, que je ne savais pas dessiner.
Il me répondit :,127,4902," Il me répondit :

"
- ça ne fait rien,128,4921,- ça ne fait rien.
Dessine-moi un mouton,129,4939," Dessine-moi un mouton.

"
Comme je n'avais jamais dessiné un mouton je refis,130,4964,"Comme je n'avais jamais dessiné un mouton je refis,"
pour lui,131,5015," pour lui,"
l'un des deux seuls dessins dont j'étais capable,132,5025, l'un des deux seuls dessins dont j'étais capable.
Celui du boa fermé,133,5075, Celui du boa fermé.
Et je fus stupéfait d'entendre le petit bonhomme me répondre :,134,5095," Et je fus stupéfait d'entendre le petit bonhomme me répondre :

"
- Non ! Non 1 je ne veux pas d'un éléphant dans un boa,135,5160,- Non ! Non 1 je ne veux pas d'un éléphant dans un boa.
Un boa c'est très dangereux,136,5215," Un boa c'est très dangereux,"
et un éléphant c'est très encombrant,137,5244, et un éléphant c'est très encombrant.
Chez moi c'est tout petit,138,5282, Chez moi c'est tout petit.
J'ai besoin d'un mouton,139,5309, J'ai besoin d'un mouton.
Dessine-moi un mouton,140,5334," Dessine-moi un mouton.

"
Alors j'ai dessiné,141,5359,"Alors j'ai dessiné.

"
Il regarda attentivement,142,5380,"Il regarda attentivement,"
puis,143,5405," puis

"
- Non! Celui-là est déjà très malade,144,5412,- Non! Celui-là est déjà très malade.
Fais-en un autre,145,5449," Fais-en un autre.

"
Je dessinai :,146,5469,"Je dessinai :

"
Mon ami sourit gentiment,147,5484,"Mon ami sourit gentiment,"
avec indulgence :,148,5509," avec indulgence :

"
- Tu vois bien... ce n'est pas un mouton,149,5529,"- Tu vois bien... ce n'est pas un mouton,"
c'est un bélier,150,5570, c'est un bélier.
Il a des cornes...,151,5587," Il a des cornes...

"
Je refis donc encore mon dessin :,152,5608,"Je refis donc encore mon dessin :

"
Mais il fut refusé,153,5643,"Mais il fut refusé,"
comme les précédents :,154,5662," comme les précédents :

"
- Celui-là est trop vieux,155,5687,- Celui-là est trop vieux.
je veux un mouton qui vive longtemps,156,5713," je veux un mouton qui vive longtemps.

"
Alors,157,5753,"Alors,"
faute de patience,158,5759," faute de patience,"
comme j'avais hâte de commencer le démontage de mon moteur,159,5778," comme j'avais hâte de commencer le démontage de mon moteur,"
je griffonnai ce dessin-ci,160,5838," je griffonnai ce dessin-ci.

"
Et je lançai :,161,5868,"Et je lançai :

"
- ça c'est la caisse,162,5884,- ça c'est la caisse.
Le mouton que tu veux est dedans,163,5905," Le mouton que tu veux est dedans.

"
Mais je fus bien surpris de voir s'illuminer le visage de mon jeune juge :,164,5941,"Mais je fus bien surpris de voir s'illuminer le visage de mon jeune juge :

"
- C'est tout à fait comme ça que je le voulais ! Crois-tu qu'il faille beaucoup d'herbe à ce mouton ?,165,6017,"- C'est tout à fait comme ça que je le voulais ! Crois-tu qu'il faille beaucoup d'herbe à ce mouton ?

"
- Pourquoi ?,166,6120,"- Pourquoi ?

"
- Parce que chez moi c'est tout petit...,167,6134,"- Parce que chez moi c'est tout petit...

"
- Ça suffira sûrement,168,6176,- Ça suffira sûrement.
je t'ai donné un tout petit mouton,169,6198," je t'ai donné un tout petit mouton.

"
Il pencha la tête vers le dessin,170,6236,"Il pencha la tête vers le dessin

"
- Pas si petit que ça... Tiens Il s'est endormi...,171,6270,"- Pas si petit que ça... Tiens Il s'est endormi...

"
Et c'est ainsi que je fis la connaissance du petit prince,172,6322,"Et c'est ainsi que je fis la connaissance du petit prince.


"
Chapitre 3,173,6383,"Chapitre 3

"
Il me fallut longtemps pour comprendre d'où il venait,174,6395,"Il me fallut longtemps pour comprendre d'où il venait.

"
Le petit prince,175,6451,"Le petit prince,"
qui me posait beaucoup de questions,176,6467," qui me posait beaucoup de questions,"
ne semblait jamais entendre les miennes,177,6504, ne semblait jamais entendre les miennes.
Ce sont des mots prononcés par hasard qui,178,6545," Ce sont des mots prononcés par hasard qui,"
peu à peu,179,6588," peu à peu,"
m'ont tout révélé,180,6599, m'ont tout révélé.
Ainsi,181,6618," Ainsi,"
quand il aperçut pour la première fois mon avion,182,6625, quand il aperçut pour la première fois mon avion (
je ne dessinerai pas mon avion,183,6676,"je ne dessinerai pas mon avion,"
c'est un dessin beaucoup trop compliqué pour moi,184,6707, c'est un dessin beaucoup trop compliqué pour moi)
il me demanda :,185,6757," il me demanda :

"
- Qu'est-ce que c'est que cette chose-là ?,186,6775,"- Qu'est-ce que c'est que cette chose-là ?

"
- Ce n'est pas une chose,187,6819,- Ce n'est pas une chose.
Ça vole,188,6844, Ça vole.
C'est un avion,189,6853, C'est un avion.
C'est mon avion,190,6869," C'est mon avion.

"
Et j'étais fier de lui apprendre que je volais,191,6888,Et j'étais fier de lui apprendre que je volais.
Alors il s'écria,192,6935," Alors il s'écria

"
- Comment ! Tu es tombé du ciel ?,193,6954,"- Comment ! Tu es tombé du ciel ?

"
- Oui,194,6989,"- Oui,"
fis-je modestement,195,6995," fis-je modestement.

"
- Ah 1 ça c'est drôle...,196,7017,"- Ah 1 ça c'est drôle...

"
Et le petit prince eut un très joli éclat de rire qui m'irrita beaucoup,197,7043,Et le petit prince eut un très joli éclat de rire qui m'irrita beaucoup.
Je désire que l'on prenne mes malheurs au sérieux,198,7115, Je désire que l'on prenne mes malheurs au sérieux.
Puis il ajouta :,199,7166," Puis il ajouta :

"
- Alors,200,7185,"- Alors,"
toi aussi tu viens du ciel 1 De quelle planète es-tu ?,201,7193," toi aussi tu viens du ciel 1 De quelle planète es-tu ?

"
J'entrevis aussitôt une lueur,202,7250,"J'entrevis aussitôt une lueur,"
dans le mystère de sa présence,203,7280," dans le mystère de sa présence,"
et j'interrogeai brusquement :,204,7312," et j'interrogeai brusquement :

"
- Tu viens donc d'une autre planète ?,205,7345,"- Tu viens donc d'une autre planète ?

"
Mais il ne me répondit pas,206,7384,Mais il ne me répondit pas.
Il hochait la tête doucement tout en regardant mon avion :,207,7411," Il hochait la tête doucement tout en regardant mon avion :

"
- C'est vrai que,208,7472,"- C'est vrai que,"
là-dessus,209,7489," là-dessus,"
tu ne peux pas venir de bien loin...,210,7500," tu ne peux pas venir de bien loin...

"
Et il s'enfonça dans une rêverie qui dura longtemps,211,7539,Et il s'enfonça dans une rêverie qui dura longtemps.
Puis,212,7591," Puis,"
sortant mon mouton de sa poche,213,7597," sortant mon mouton de sa poche,"
il se plongea dans la contemplation de son trésor,214,7629," il se plongea dans la contemplation de son trésor.

"
Vous imaginez combien j'avais pu être intrigué par cette demi confidence sur´les autres planètes´,215,7682,"Vous imaginez combien j'avais pu être intrigué par cette demi confidence sur""les autres planètes""."
Je m'efforçai donc d'en savoir plus long :,216,7780," Je m'efforçai donc d'en savoir plus long :

"
- D'où viens-tu,217,7825,"- D'où viens-tu,"
mon petit bonhomme ? Où est-ce´chez toi´? Où veux-tu emporter mon mouton ?,218,7841," mon petit bonhomme ? Où est-ce""chez toi""? Où veux-tu emporter mon mouton ?

"
Il me répondit après un silence méditatif :,219,7918,"Il me répondit après un silence méditatif :

"
- Ce qui est bien,220,7963,"- Ce qui est bien,"
avec la caisse que tu m'as donnée,221,7981," avec la caisse que tu m'as donnée,"
c'est que,222,8016," c'est que,"
la nuit,223,8027," la nuit,"
ça lui servira de maison,224,8036," ça lui servira de maison.

"
- Bien sûr,225,8064,- Bien sûr.
Et si tu es gentil,226,8075," Et si tu es gentil,"
je te donnerai aussi une corde pour l'attacher pendant le jour,227,8095, je te donnerai aussi une corde pour l'attacher pendant le jour.
Et un piquet,228,8159," Et un piquet.

"
La proposition parut choquer le petit prince,229,8175,"La proposition parut choquer le petit prince

"
- L'attacher ? Quelle drôle d'idée !,230,8221,"- L'attacher ? Quelle drôle d'idée !

"
- Mais si tu ne l'attaches pas,231,8259,"- Mais si tu ne l'attaches pas,"
il ira n'importe où,232,8290," il ira n'importe où,"
et il se perdra...,233,8311," et il se perdra...

"
Et mon ami eut un nouvel éclat de rire,234,8332,"Et mon ami eut un nouvel éclat de rire
"
- Mais où veux-tu qu'il aille ?,235,8371,"- Mais où veux-tu qu'il aille ?
"
- N'importe où,236,8403,- N'importe où.
Droit devant lui...,237,8418," Droit devant lui...
"
Alors le petit prince remarqua gravement,238,8439,"Alors le petit prince remarqua gravement
"
- ça ne fait rien,239,8480,"- ça ne fait rien,"
c'est tellement petit,240,8498," c'est tellement petit,"
chez moi,241,8521," chez moi
"
Et,242,8531,"Et,"
avec un peu de mélancolie,243,8534," avec un peu de mélancolie,"
peut-être,244,8561," peut-être,"
il ajouta,245,8572," il ajouta
"
- Droit devant soi on ne peut pas aller bien loin...,246,8583,"- Droit devant soi on ne peut pas aller bien loin...

"
chapitre 4,247,8637,"chapitre 4

"
J'avais ainsi appris une seconde chose très importante : C'est que sa planète d'origine était à peine plus grande qu'une maison !,248,8649,"J'avais ainsi appris une seconde chose très importante : C'est que sa planète d'origine était à peine plus grande qu'une maison !

"
Ça ne pouvait pas m'étonner beaucoup,249,8780,Ça ne pouvait pas m'étonner beaucoup.
Je savais bien qu'en dehors des grosses planètes comme la Terre,250,8817," Je savais bien qu'en dehors des grosses planètes comme la Terre,"
Jupiter,251,8882," Jupiter,"
Mars,252,8891," Mars,"
Vénus,253,8897," Vénus,"
auxquelles on a donné des noms,254,8904," auxquelles on a donné des noms,"
il y en a des centaines d'autres qui sont quelquefois si petites qu'on a beaucoup de mal à les apercevoir au télescope,255,8936, il y en a des centaines d'autres qui 	sont quelquefois si petites qu'on a beaucoup de mal à les apercevoir au télescope.
Quand un astronome découvre l'une d'elles,256,9057," Quand un astronome découvre l'une d'elles,"
il lui donne pour nom un numéro,257,9100, il lui donne pour nom un numéro.
Il l'appelle par exemple :´l'astéroïde 3251´,258,9133," Il l'appelle par exemple :""l'astéroïde 3251"".

"
J'ai de sérieuses raisons de croire que la planète d'où venait le petit prince est l'astéroïde B 612,259,9181,J'ai de sérieuses raisons de croire que la planète d'où venait le petit prince est l'astéroïde B 612.
Cet astéroïde n'a été aperçu qu'une fois au télescope,260,9282," Cet astéroïde n'a été aperçu qu'une fois au télescope,"
en 1909 par un astronome turc,261,9337," en 1909 par un astronome turc.

"
Il avait fait alors une grande démonstration de sa découverte à un Congrès International d'Astronomie,262,9370,Il avait fait alors une grande démonstration de sa découverte à un Congrès International d'Astronomie.
Mais personne ne l'avait cru à cause de son costume,263,9472, Mais personne ne l'avait cru à cause de son costume.
Les grandes personnes sont comme ça,264,9525," Les grandes personnes sont comme ça.

"
Heureusement pour la réputation de l'astéroïde B 612 un dictateur turc imposa à son peuple,265,9564,"Heureusement pour la réputation de l'astéroïde B 612 un dictateur turc imposa à son peuple,"
sous peine de mort,266,9655," sous peine de mort,"
de s'habiller à l'européenne,267,9675, de s'habiller à l'européenne.
L'astronome refit sa démonstration en 1920 dans un habit très élégant,268,9705, L'astronome refit sa démonstration en 1920 dans un habit très élégant.
Et cette fois-ci tout le monde fut de son avis,269,9776," Et cette fois-ci tout le monde fut de son avis.

"
Si je vous ai raconté ces détails sur l'astéroïde B 612 et si je vous ai confié son numéro,270,9826,"Si je vous ai raconté ces détails sur l'astéroïde B 612 et si je vous ai confié son numéro,"
c'est à cause des grandes personnes,271,9917, c'est à cause des grandes personnes.
Les grandes personnes aiment les chiffres,272,9954, Les grandes personnes aiment les chiffres.
Quand vous leur parlez d'un nouvel ami,273,9997," Quand vous leur parlez d'un nouvel ami,"
elles ne vous questionnent jamais sur l'essentiel,274,10037, elles ne vous questionnent jamais sur l'essentiel.
